report_text,source_name
ii - vigne,AA_TC-PACA_1980_014
"herbicides (g/ha)aminotriazole : 5000
carbetamide : 3000
:hlortiamide : 7500
dalapon : 8000
dichlobénil : 7500
dinosèbe sel d'ammonium : 2750
dino:èbe sel d'amine :2750
diuron : 2500
glyphosate : 4300
monuron : 3000
oxadiazon : 2000
simazine : 3000
associations :
aminotriazole + dalapon
aminotriazole + simazine
aminotriazole + terbutylazine
diuron + huile
diuron + linurcn + terbaclle
paraquat + simazine
terbutylazine + terbuméton",AA_TC-PACA_1980_014
"insecticide et acaricides1) acariens (g/hl)
- esters phosphoriques de contact
azinphos éthyl et méthyl : 40
carbophénothion : 30
dialiphos : 75
diéthion 1 : 75
malathion : 7p
méthidathion : 40
olécparathion : 20 + huile
parathion ethyl : 25
parathion méthyl : 30
phosalone • 60 et en poudrage
prothoate :
asters phosriques systémiques
diméthoate : 30
formothion : 40
moncerothophos : 30
oxydéméthon méthyl : 25
vemidothion : 50
- acarlcides spécifiques sulfones et sulfonates
chlorofénizon: 50
fénize : 50
proparoite : 60
tétraison : 15
tétrasul : 40
. composés halogénés
bromoproxylate : 50
. dérivés du benzène
dicofol : 50 et en poudrage
. divers
benzoximate : 30
dioxathiont fénizon ; 25 + 50
cyhêxatin : 30 (p; ulmi)
fenbutatin oxyde - 50
chlorfénéthol + chlorfensulfide : 37,5 + 37,5
2) tordeuses de la grappe (cohylis, eudémis) (g/hl)
acéphate : 6c
azinphos éthyl et méthyl ; 40
bromophos : 50
carbaryl : 170 et en poudrage
chlorpyripios : 28,5
cyperméthrine : 3
décaméthrine ! 1,75
dialiphos : 75
diazinon : 30
dlchlorvos :125
étrimphos : 40
fénîtrothion : 50
fenvalérate : 7,5
malathion : 75 et en poudrage
méthomyl : 37,5
méthidathion : 30
mévinphos : 50
oléoparathion : 20 + huile
parathion éthyl : 20 et en poudrage
parathion méthyl : 30 et en poudrage
perméthrine : 4
phosalone : 60 et en poudrage
tftrachloryinphos : 75
3) pyrale (g/hl)
décaméthrine : 0,75
■ di:hlorvos : 125
fenvalérate : 10
mêtamidophos : 60
méthomyl : 50
parathion méthyl : 60
perméthrlne : 7,5
associations :
fénitrothion + trichlorfon
parathion méthyl + dicofol
méthomyl + fénizon
4) nématodes (kg/ha)
dibromoéthane : 375
dibromoéthane + 1,3 dichloropropène : 100 +486
dichloropropène : 550
dichloropropène + dichloropropane : 1000 1/ha",AA_TC-PACA_1980_014
"fongicides1) mildiou
a) pulvérisation (g/hi)
captafol : 120
captane : 175
carbatêne : 300 (raisin de table)
cuivre de l'hydroxyde : 500 de cuivre métal
cuivre de l'oxychlorure : 500 de cuivre métal
cuivre de l'oxyde cuivreux : 500 de cuivre métal
cuivre de sulfate : 500 de cuivre métal
curzate : 12 (en association seulement)
dichlofluanide : 125
folpel : 150
mancopper : 280
mancozèbe : 280
manêbe : 2s0
métalaxyl : 30
métirame de zinc : 320
milfurame: 12 (en association seulement)
éfosite : 150 (en association seulement)
propinèbe : 280
zinèbe : 250
b) poudrage: traitement complémentaire du
mildiou de la grappe
cuivre de l'hydrate
cuivre de l'hydroxyde
cuivre de l'oxychlorure
cuivre de l'oxyde cuivreux
poudres contenant au
moins 2,5 % de matière
active
folpel
mancozèbe
manèbe
zinèbe
poudres contenant au moins 5 1
de matière active
associations :
de très nombreuses spécialités contiennent en
association :
- soir du cuivre et un ou plusieurs fongicides
organiques de synthèse, de contact ou systémiques
- soit plusieurs fongicides organiques de synthèse,
de contact ou systémiques .
certaines de ces associations sont autorisées pour
d'autres maladies de la vigne (black-rot, pourriture
grise, uïdium) .
2) black-rot (g/hl) ancienne catégorie et assimilé à mildiou
captafol : 180
captane : 175
cuivre de l'hydrate : 500 de cuivre métal
cuivre de l'hydroxyjj : 500 de cuivre métal
cuivre de l'oxychlorure : 500 de cuivre métal
cuivre de l'oxyde cuivreux : 500 de cuivre métal
cuivre de sulfate : 500 de cuivre métal
dichlofluanide : 250
folpel : 175
mancozïbe : 280
manèbe : 280
propinèbe : 280
zinèbe : 250
3) excorlose (g/hl)
arsénite de soude (voir - divers - traitement d'hiver)
dichlofluanide : 200
dlthianon : 50
folpel : 150
mancozèbe : 280
métirame de zinc : 320
propinèbe : 280
associations :
captafol + cuivre + curzate
caotafol + curzate + folpel
cuivre + curzate + folpel
curzate + folpel
curzate + mancozèbe
captafol + folpel
éfosite + folpel
folpel + mancozèbe",AA_TC-PACA_1980_014
5 septembre 1978 bulletin n° 173,AA_TC_Alsace_Lorraine_1978_029
grandes cultures,AA_TC_Alsace_Lorraine_1978_029
- houblon -,AA_TC_Alsace_Lorraine_1978_029
"mildiouaprès les récentes pluies, la protection fongicide septembre.est a renouveler dès que possible dans les houblonnières dont la récolte est prévue après le 9 veiller à une bonne application en visant en particulier les cônes de l'extrémité des lianes.",AA_TC_Alsace_Lorraine_1978_029
"oïdiumcette maladie peut évoluer tardivement sur cônes et déprécier gravement îa récolte. il est conseillé de maintenir une protection efficace en ajoutant un anti-oïdium à la bouillie anti-mildiou. pour cela, il est nécessaire d'apporter suffisamment de bouillie (0,5 1 à 1 1 par pied, selon la vigueur) et de bien mouiller l'ensemble de la végétation.",AA_TC_Alsace_Lorraine_1978_029
"puceronsdans certaines parcelles, notamment de brewersgold, on note une recrudescence des pucerons. surveiller les parcelles et ajouter, en cas de nécessité, un aphicide à la bouillie anti-mildiou.
en raison de leur faible rémanence, les produits contenant du dichlorvos (nombreuses spécialités), naled (ortho-dibrom) et mévinphos (nombreuses spécialités) sont les seuls utilisables au stade actuel de la culture (récolte en cours;.
il est impératif de respecter les délais d'emploi de ces produits avant la récolte.",AA_TC_Alsace_Lorraine_1978_029
- pommes de terre -,AA_TC_Alsace_Lorraine_1978_029
"mildiouil est recommandé d'appliquer un dernier traitement fongicide sur les variétés tardives implantées dans les zones d'altitude (vosges) où l'on désire encore prolonger la végétation.
en présence de mildiou, procéder au défanage chimique.",AA_TC_Alsace_Lorraine_1978_029
- colza -,AA_TC_Alsace_Lorraine_1978_029
"desherbage de post-semis - pre-leveele dimétachlore, matière active du teridox, produit récemment mis dans le commerce, s'utilise en post-semis et en pré-levée du colza. les expérimentations mises en place par le service de la protection des végétaux permettent de considérer que ce nouvel herbicide possède une très bonne action sur capselle, matricaire, pâturin et ray-grass. son efficacité sur stellaire, véronique, vulpin est encore satisfaisante, bien que parfois irrégulière. par contre, il parait insuffisant sur repousses de céréales et inefficace sur coquelicot, gaillet, ravenelle et sanve.",AA_TC_Alsace_Lorraine_1978_029
"grosses altises adultesla mise en place dès à présent, dans les parcelles de colza, de cuvettes jaunes enfouies aux 2/3 dans le sol et remplies d'eau additionnée de mouillant, permettra de contrôler le début de la colonisation des altises adultes sur les cultures. dès la capture des premiers insectes, observer les morsures sur les cotylédons et les jeunes feuilles de colza ; on pourra envisager un traitement de surface sur ces altises adultes lorsque plus de 25 % des jeunes plantules, en moyenne, présenteront une morsure ou plus.",AA_TC_Alsace_Lorraine_1978_029
cultures specialisees,AA_TC_Alsace_Lorraine_1978_029
- tabac -,AA_TC_Alsace_Lorraine_1978_029
"mildioula fédération des planteurs de tabac d'alsace, la caisse d'assurance mutuelle des planteurs de tabac de strasbourg et le service technique de la coopérative des planteurs de tabac d'alsace communiquent ;
""le mildiou du tabac s'est manifesté en 1978 avec plus de virulence que ces dernières années et si, dans l'ensemble, les dégâts ont pu être limités grâce aux efforts de la grande majorité des producteurs-, il n'en demeure pas moins que de très nombreuses parcelles ont été contaminées et que le parasite est présent partout. après achèvement de la cueillette, on doit s'attendre à une sporulation active sur les repousses au tissu tendre.
auusi est-il nécessaire d'enrayer cette prolifération de spores afin de préserver les récoltes à venir. dans ce but, la destruction des tiges et des souches par enfouissement dès la fin de la cueillette des feuilles de tête s'impose.
pour être pleinement efficace, cette opération doit être effectuée par tous les planteurs. une stricte auto-discipline est indispensable dans l'intérêt de la collectivité tabacole"".",AA_TC_Alsace_Lorraine_1978_029
arbres fruitiers,AA_TC_Alsace_Lorraine_1978_029
- poirier -,AA_TC_Alsace_Lorraine_1978_029
"psyllesles psylles se montrent encore très actifs. de nouvelles pontes, nombreuses dans certains vergers, sont déposées à la face inférieure des feuilles de l'extrémité des rameaux (oeufs allonges jaune-orangé). une nouvelle intervention s'avérera nécessaire dans bien des cas, à l'éclosion des oeufs, à partir du 8 septembre et au plus tard le 12 septembre.
sur les variétés précoces devant être récoltées au cours des prochains jours, traiter immédiatement après la récolte. sur les autres variétés, tenir compte des délais d'emploi des produits avant la récolte.
il est cependant conseillé aux arboriculteurs de surveiller l'activité et ltimportance des populations de psylles avant toute intervention.
l'ingénieur en chef d'agronomie, chef de la circonscription phytosanitaire ;""alsace et lorraine""
j. harranger",AA_TC_Alsace_Lorraine_1978_029
"le deperissement des arbustes ornementaux du a phytophthora cinnamomil'extension récente des surfaces consacrées aux arbres et arbustes d'ornement on intensive de ces végétaux, ont fait apparaitre des problèmes phytosanitaires nouveaux, souvent graves. i
les observations et les études effectuées ces dernières années sur le ""dépérissement des conifères et des ericacées horticoles"" dans les pépinières ornementales ont montré particulièrement la présence fréquente de phytophora cinnamoni rands et la dégâts qu'il occasionne, erica sp., calluna sp. ot gravité des rhododendrons.
le champignon responsable se conserve dans le sol et dans les végétaux malades. les blessures occasionnées au collet et sur les racines superficielles peuvent faciliter les contaminations.
la multiplication intensive (culture en conteneurs, arrosages fréquents, fertilisation minérale riche etc...) entraine souvent des déséquilibres biologiques susceptibles de favoriser la maladie.. , ;_",AA_TC_Alsace_Lorraine_1978_029
"symptomesd'une façon générale, les premiers symptômes sont décelables au niveau aes racines et du collet. une pourriture brune envahit progressivement le système racinaire souvent peu développé.
ultérieurement, la partie aérienne de la plante, en raison du manque évident de substances nutritives et d'eau, se dessèche. dans un premier temps, les feuilles ou les aiguilles prennent un aspect ""plombé"" puis la dessiccation s'accélère, aboutissant à la mortalité du sujet après quelques mois.
les premiers symptômes sur feuillage peuvent être visibles des la fin avril. leur apparition est favorisée par les successions de périodes chaudes et humides.
dans cet environnement favorable, d'autres espèces de phytophhora peuvent — aussi se comporter en parasites fréquents et graves. parmi ceux-ci, il faut citer : cryptogea, citricola, sawada sensu et sporadiquement phytophthora cactorum schroet.",AA_TC_Alsace_Lorraine_1978_029
"conditions predisposantes - mesures prophylactiques- l'humidité étant considérée comme le facteur le plus important, tant pour le développement du champignon que pour la réceptivité de l'hôte, on s'efforcera de répartir les arrosages d'une façon judicieuse et parcimonieuse.
- l'excès hydrique peut causer, en outre, des dommages importants sur les racines en réduisant le taux d'oxygène dans le substrat. un bon drainage du sol ou du pot évitera donc ou réduira les pertes dues au parasite ou aux conditions asphyxiantes. ce sont les substrats à texture moyenne qui favorisent le plus les dégâts.
- par ailleurs, les pots plastiques noirs, exposés en plein soleil, absorbent davantage les rayons solaires, ce qui permet l'augmentation de la température du substrat, facilitant ainsi le développement de la maladie.
- les feuilles de plastique sur lesquelles sont posés les pots permettent un écoulement plus aisé de l'eau et par conséquent, la dissémination rapide des spores (zoospores : organes de contamination). il est donc souhaitable de les remplacer par une autre matière : le gravier, par exemple.
- enfin, il convient dléliminer de la culture les plants ' présentant les symptômes de la maladie. on les détruira par le feu.",AA_TC_Alsace_Lorraine_1978_029
"methodes chimiques de lutte .au cours de ces dernières années, divers fongicides ont été expérimentés : parmi eux, le prothiocarbe (prévisur s 70), l'étridiazole (aaterra m) et surtout le tris-o-éthyl phosphonate d'aluminium (aliette) se sont révélés intéressants. cependant, l'efficacité des deux premiers produits varie selon plusieurs facteurs (substrat, espèce végétale, technique d'application). on a noté également une action dépressive sur la végétation.
actuellement, les résultats obtenus montrent que le tris-o-éthyl-phosphonate d'aluminium (aliette) est le plus intéressant pour le pépiniériste. il s'utilise en arrosages mensuels à la dose de 10 g de produit commercial par m2, pendant la période de sensibilité de la culture. le premier traitement est effectué aussitôt après le rempotage ; 3 à 5 traitements par an assurent généralement une protection excellente. v la quantité de bouillie à apporter est fonction de la surface des conteneurs. il sera peut-être possible d'envisager d'autres techniques d'application qui seront précisées ultérieurement après les essais en cours.
(texte émanant de nos collègues de la circonscription phytosanitaire ""rhone-alpes"").",AA_TC_Alsace_Lorraine_1978_029
supplement n* 35 au bulletin technique n* 20 13 juillet 11994,AA_CL_Centre_1994_018
"-edition cultures legumieres 18 -fraise : oïdium : attaques importantes sur variétés remontantes.
: thrips : augmentation rapide des populations.
: acariens : intervention au seuil de 5 formes mobiles.
asperge : criocères : présence de larves et adultes.
stemphyliose : maintenir la protection.
cornichon : acariens : quelques foyers.
: punaises : attaques des parcelles en sologne.
poireau : rouille : pustules sur jeunes plants.
: thrips-pucerons : très nombreux dans les cultures.
mais doux : pyrale : activité importante.
haricot : pyrale : maintenir la protection.
choux : puceron cendré : présent dans toutes les parcelles.
info flash",AA_CL_Centre_1994_018
fraise,AA_CL_Centre_1994_018
"oïdiuln :les attaques sont importantes dans de nombreuses parcelles, mal protégées, en variétés remontantes. les dégâts sont présents sur feuilles, pétioles et plus rarement sur fruits. les fortes chaleurs augmentent le risque oïdium. maintenez la protection avec l'unes des spécialités du bulletin n° 15 du 22 juin 1994 en respectant les délais avant récolte. dans les cas d'attaque déclarée, la protection est à renouveler à 3 jours d'intervalle en alternant les familles chimiques.",AA_CL_Centre_1994_018
"thrips :la chaleur favorise sa multiplication et son installation sur les variétés remontantes. les populations ont été multipliées par 2 d'après les notations à 3 jours d'intervalle, sur les essais mis en place à fontaine en sologne (41). les auxiliaires sont présents - orius, aléothrips -. l'observation attentive des fleurs permet d'intervenir à des seuils très bas de 1 à 2 thrips par fleur avec vertimec à 0,5 1/ha et en renouvelant l'application 7 jours après. ce produit, homologué sur acarien, présente une bonne efficacité sur thrips.",AA_CL_Centre_1994_018
acariens:quelques foyers sont observés (41). surveillez vos parcelles et intervenez si les populations dépassent 5 formes mobiles par feuille avec les produits acaricides préconisés dans le bulletin n°7 du 20 avril 1994.,AA_CL_Centre_1994_018
asperge,AA_CL_Centre_1994_018
criocères :des adultes et des larves sont observés dans les parcelles de l'indre et loire et du loir et cher. les larves rongent les cladodes et les extrémités des pousses. intervenez lors que les premières larves sont observées avec l'un des produits proposés dans le bulletin n°ll du 25 mai 1994.,AA_CL_Centre_1994_018
stemphyliose :son extension est stoppée dans de nombreuses parcelles non irriguées. maintenez la surveillance de vos parcelles pour éviter le phénomène de grillure estivale.,AA_CL_Centre_1994_018
cornichon,AA_CL_Centre_1994_018
"acariens :tetranychus urticae
des foyers de 5 à 10 individus sont présents sur le secteur de gièvres (41), depuis le début du mois de juillet. les piqûres provoquent une décoloration des feuilles qui se ferment en ""parapluie"". les conditions sèches favorisent leur développement qui peut être freiné par l'irrigation par aspersion. en cas de forte infestation, le traitement est réalisé avec sovifol à 1,5 kg/ha (15 jours) ; césar à 0,5 kg/ha (3 jours).",AA_CL_Centre_1994_018
"punaises :plusieurs parcelles sont attaquées par des punaises phytophages en sologne. leur extension est limitée avec l'application de decis à 0,5 1iha ; pearl à 0,5 1/ha ; split à 0,5 1/ha qui sont homologués sur thrips avec un délai de 3 jours.",AA_CL_Centre_1994_018
poireau,AA_CL_Centre_1994_018
rouille :quelques pustules sont présentes sur 5% des jeunes plants dans le loiret et le loir et cher. surveillez attentivement son extension avant toutes interventions.,AA_CL_Centre_1994_018
"thrips - pucerons :ces 2 insectes sont dans toutes les parcelles visitées des secteurs de production (45, 37, 41, 77). renouvelez les interventions.",AA_CL_Centre_1994_018
"mais douxpvrale :
l'activité de nymphose et le vol sont toujours importants. les dépôts de ponte sont observés. sur les parcelles déjà protégées, le renouvellement du traitement contre la pyrale est à réaliser si la précédente application date de plus de 10 jours et si vous observez des pontes fraîches sur vos cultures. *",AA_CL_Centre_1994_018
haricot,AA_CL_Centre_1994_018
"pyrale :le vol se maintient . le traitement est à réaliser dès le stade ""1ère feuille trifoliée"" ou à renouveler avec decis, pearl ou split à 0,5 liha (3 jours).",AA_CL_Centre_1994_018
"puceron cendré :le vol est très actif d'après les captures à la tour à succion de fleury lès aubrais (45). ce ravageur colonise toutes les espèces de choux en place, à tous les stades (45, 77). les interventions sont à renouveler dans les cultures en présence du ravageur.",AA_CL_Centre_1994_018
info flash,AA_CL_Centre_1994_018
toutes cultures :les pucerons ont une grande activité dans toutes les cultures légumières. surveillez vos cultures et renouvelez les protections.,AA_CL_Centre_1994_018
asperge :la fusariose du bas des tiges provoque de nombreux dessèchements.,AA_CL_Centre_1994_018
"choux :le vol de piéride est important dans le loiret, l'indre et loire et la seine et marne.",AA_CL_Centre_1994_018
epinard :de nombreux dégâts de noctuelles défoliatrices.,AA_CL_Centre_1994_018
cerfeuil et persil :des pucerons des racines sont présents sur jeunes semis (37),AA_CL_Centre_1994_018
"pomme de terre :des contaminations de mildiou sont toujours enregistrées d'après les modèles, mais il ne faut pas confondre avec la présence importante d'alternaria.",AA_CL_Centre_1994_018
cornichon :des dégâts de grêle dans le loir et cher favorisent l'installation du botrytis.,AA_CL_Centre_1994_018
"bulletin n° 10 du 13 mai 1987 numérotation continue : n° 38colza :
. sclérotinia : protéger sans attendre les parcelles à risques
. charançons des siliques : activité moyenne
cereales :
. blé : septoriose : lente évolution
. orge : progression de la rhynchosporiose
mais : dépliant à garder",AA_GC_Lorraine_1987_008
colza :la baisse des températures a freiné le développement du colza qui est en pleine floraison.,AA_GC_Lorraine_1987_008
"- sclérotinia :la période de pluie actuelle favorise les contaminations de sclérotinia dans les colzas. une protection doit être réalisée d'urgence dans les parcelles à risques.
si les colzas ont dépassé le stade ""chute des premiers pétales"", préférer une spécialité à action légèrement curative : sumisclex, ronilan, produits à base d'iprodione.",AA_GC_Lorraine_1987_008
- alternaria :quelques rares taches sont observées dans le nord de la moselle. il est inutile d intervenir.,AA_GC_Lorraine_1987_008
"- pseudocercosporella :des symptômes sur bienvenu sont visibles dans le sud meusien, mais ne justifient pas de traitement spécifique.",AA_GC_Lorraine_1987_008
- charançons des siliques :la baisse des températures a ralenti l'activité des charançons. rester toutefois vigilent. nous vous rappelons que le colza est sensible à cet insecte entre les stades g2 - g4 (g2 : premières siliques entre 2 et 4 cm ; g4 : 10 premières siliques bosselées) et que le seuil d'intervention est de 1 charançon pour 2 plants.,AA_GC_Lorraine_1987_008
cereales:nous bénéficions encore des conséquences du temps sec d'avril qui a interrompu l'évolution des maladies.,AA_GC_Lorraine_1987_008
"- blés :les blés arrivent au stade 2 noeuds.
la septoriose, seule maladie actuellement observée sur le feuillage, n'est visible que sur les feuilles basses f5, parfois f4. on note toujours la présence de dessèchements plus ou moins importants qui ne sont pas la conséquence de la septoriose.
les maladies du pied sont toujours dominées par la fusariose parfois accompagnée de rhizoctone, plus exceptionnellement par le piétin verse.",AA_GC_Lorraine_1987_008
"préconisations :l'évolution lente de la septoriose permet généralement d'attendre pour exécuter un premier traitement.
l'application d'un produit simple de type bmc + manebe (peltar, bavistine m...) aux environs du stade 2 noeuds ne peut s'envisager que dans les parcelles les plus productives (espérances de rendement supérieures à 65-70 qx).
dans les autres parcelles, on peut attendre, tout en continuant à surveiller l'évolution de la septoriose. aucune intervention n'est nécessaire tant que la 3ème feuille n'est pas atteinte. si cette situation privilégiée se prolongeait, on pourrait n'envisager qu'un seul traitement au stade épiaison.",AA_GC_Lorraine_1987_008
"- orges :les barbes des orges les plus avancées commencent à pointer.
la rhynchosporiose a eu tendance à se développer cette semaine.",AA_GC_Lorraine_1987_008
"préconisations :traiter très rapidement les parcelles non encore protégées. celles qui ont reçu une application depuis moins de 15 jours peuvent attendre pour décider d'une 2ème protection qui ne devrait pas être nécessaire, à moins d'une évolution très rapide de la situation.
attention, nous atteignons le stade ultime d'utilisation d'un raccourcisseur (ne pas aller au delà de l'apparition des barbes).",AA_GC_Lorraine_1987_008
"mais :le réchauffement rapide des terres aidant, de nombreux maïs ont levé rapidement et possèdent 2 à 3 feuilles.
si les conditions favorables persistent, nous de devrions pas rencontrer de problèmes de noctuelles.
il est encore possible de desherber en post levée du maïs si le desherbage n'est pas satisfaisant.
certaines conditions d'application doivent être respectées ; elles sont indiquées dans le dépliant spv-agpm ci-joint.
a noter que les traitements dirigés nécessitent un appareillage spécialement conçu pour pulvériser sans mouiller les feuilles de la base. il doit être fait avant la formation des racines coronaires.",AA_GC_Lorraine_1987_008
"errata sur le depliant- la couleur vert-foncé traduisant l'efficacité du pirimor g sur rhopalosiphum padi a été omise
- le lontrel sf 100 n'a pas été inscrit à la rubrique desherbage après la levée, plantes vivaces (clopyralid + huile : lontrel sf 100 + huile ; 1,5 1 + 3 1 en post levée des adventices ; efficace sur chardon, laiteron et renouées)
- il manque un astérisque signifiant ""à confirmer"" dans l'efficacité sur taupins de l'oncol 5 g.",AA_GC_Lorraine_1987_008
", lutte contre les mauvaises herbes",AA_GC_Lorraine_1987_008
"désherbage avant la levée du maïsla dose de produit à appliquer varie selon la teneur en matière organique du sol. pour les produits appliqués en post-semis, l'efficacité au traitement ne sera bonne que si la pluviométrie est suffisante.",AA_GC_Lorraine_1987_008
désherbage après la levéecomplément nécessaire à un traitement de pré-levée,AA_GC_Lorraine_1987_008
"• dicotylédones résistantes aux triazines(*) risques de phytoxicité - (1) dose huile voir préconisation fabricant - (2) ne pas dépasser 1 i/ha avant le stade 4 f du maïs. - (3) jusqu'à 8 feuilles du maïs sur variétés tardives et par temps ""poussant"" - (4) utilisable à 6 i/ha, associé à la dose habituelle d'atrazine en post-semis, pré-levée du maïs dans les régions à printemps pluvieux sur chénopode et morelle.
e graminées estivales mal contrôlées en pré-levée",AA_GC_Lorraine_1987_008
• plantes vivaceslégende générale,AA_GC_Lorraine_1987_008
lutte contre les ravageurs,AA_GC_Lorraine_1987_008
désinfection du sol(1) très bonne efficacité sur taupins,AA_GC_Lorraine_1987_008
noctuelles terricoles,AA_GC_Lorraine_1987_008
e pulvérisation :lutte délicate. conditions indispensables a la réussite : traiter au crépuscule avec au moins 800 1 d'eau/ha.,AA_GC_Lorraine_1987_008
"e appâts :application difficile et résultats irréguliers. fabriqués parfois avec du son et alors employés à 50 kg/ha.
légende générale :",AA_GC_Lorraine_1987_008
"pyrale(1) risque de pullulation de pucerons — (2) 0,8 1 en traitement précoce, 0,5 1 en traitement classique — (3) bonne efficacité s'il est appliqué à l'époque optimale.",AA_GC_Lorraine_1987_008
"puceronssur maïs développé, lutte difficile à mettre en œuvre. ne pas utiliser avec des mouillants.
la dose est fonction du stade du maïs.
pour un choix adapté consultez l'agpm ou le s.p.v.",AA_GC_Lorraine_1987_008
sésamie,AA_GC_Lorraine_1987_008
supplément n° 5 au bulletin technique n° 31 d'avril 1963 1963-11,AA_TC_Aquitaine_1963_011
avertissaient,AA_TC_Aquitaine_1963_011
"note speciale pour le black-rot de la vignele traitement conseillé le 17 avril devrait être renouvelé et étondu à toutes les vignes débourrées se trouvant dans la zone envahie par le black-rot en 1962,
en effet, l'évolution de la végétation a été rapide ces jours derniers et de nombreuses pousses sont dès à présent contaminables.
nous rappelons que les projections d'ascospores se poursuivent et que les bourgeons peuvent être atteinte même lorsqu'ils n'ont que quelques centimètres.
bordeaux, le 24 avril 1963
le contrôleur chargé des avertissements
c.roussel
l'inspecteur de la protection des végétaux
j. bruneteau",AA_TC_Aquitaine_1963_011
supplement n° 1 au bulletin n° 83 d'aout 1967 sarthe p 41 loire-atlantique p 39 mayenne p 42 maine-et-loire ....... p 38 vienne .......... p 37 deux—sevres ......... 41 vendee ............ p 36,AA_TC_Pays_de_la_Loire_Poitou_Charentes_1967_031
avertissements,AA_TC_Pays_de_la_Loire_Poitou_Charentes_1967_031
vigne,AA_TC_Pays_de_la_Loire_Poitou_Charentes_1967_031
mildiou -le dernier traitement conseillé dans la note du 4 août était un traitement destiné à assurer une protection tardive contre la maladie. il convient donc de le renouveler partout où la récente période de pluies l'a complètement éliminé.,AA_TC_Pays_de_la_Loire_Poitou_Charentes_1967_031
"black-rot -dans le vignoble de neuville-en-poitou, effectuer un nouveau trait ment dans les parcelles où des taches auront été repérées, c'est-à-dire dans les parcelles situées à proximité de foyers.",AA_TC_Pays_de_la_Loire_Poitou_Charentes_1967_031
arbres fruitiers,AA_TC_Pays_de_la_Loire_Poitou_Charentes_1967_031
"carpocapse des poires et des pommesdans les vergers des départements de loire-atlantique, maine-et-loire, vendée. vienne. deux-sèvres sauf la région la gâtine, la pluie a élimine la protection assurée par le dernier traitement. il y a donc lieu d'effectuer une nouvelle application dès réception de cette note.
- dans les vergers de la région de la gâtine dans les deux—sèvres. il est inutile d'intervenir pour le moment. attendre de nouvelles informations de la station.
- dans les vergers de la sarthe et de la mayenne, situés au sud du mans et de laval, le 2éme vol est encore peu important et l'activité du parasite est faible. toutefois il y a lieu de renouveler la protection eliminée par la pluie, au début de la semaine du 21 au 26 août.
dans les vergers de la sarthe et le la mayenne situés au 2;ord du mans et de laval, le 2éme vol ne fait que commencer. cependant, les vergers devant être protégés contre la tavelure et les affections de conservation, il est souhaitable d'ajouter un insecticide à la bouillie anticryptogamique qui pourrait être utilisée au début de la semaine du 21 au 26 août. respecter scrupuleusement la législation en vigueur concernant l'emploi des produits.",AA_TC_Pays_de_la_Loire_Poitou_Charentes_1967_031
"tavelures - affections de conservation -dans les vergers des départements où un traitement dirigé contre le carpocapse a été conseillé, il est préférable de profiter de cette application pour ajouter un fongicide à la bouillie.
il est rappelé que ians les départements de lr. sarthe et de la mayenne, ce traitement n'est à exécuter que dans les premiers jours de la semaine du 21 au 26 août.",AA_TC_Pays_de_la_Loire_Poitou_Charentes_1967_031
culture legumiers,AA_TC_Pays_de_la_Loire_Poitou_Charentes_1967_031
mildiou de la tomate -effectuer un traitement dès récertion de cette note.,AA_TC_Pays_de_la_Loire_Poitou_Charentes_1967_031
"teigne du poireau -effectuer une application dans les premiers jours de la semaine du 21 au 26 août.
l'inspecteur de la potection des végétaux :
j. dixmeras.
les contrôleurs chargés des avertissements agricoles :
r. geoffrion - j. bouchet.",AA_TC_Pays_de_la_Loire_Poitou_Charentes_1967_031
no 154 29 juillet 1954,AA_TC_Rhone-Alpes_1954_022
avertissements,AA_TC_Rhone-Alpes_1954_022
arbres fruitiers,AA_TC_Rhone-Alpes_1954_022
"carpocapse (pommier, poirier, noyer) :des éclosions importantes de papillons des deux générations se sont produites à la faveur des dernières journées chaudes.
le traitement conseillé dans le bulletin n° 153 devra être étendu d'urgence aux zones suivantes :
— au-dessous de 500 m, : département de la drôme : au sud de cette rivière ;
département de l'ardèche: au sud de l'eyrieux;
— au-dessous de 450 m. : département de l'ardèche : au nord de l'eyrieux ;
département de la drôme : au nord de la drôme ;
départements de l'isère, de l'ain, du rhône et de la loire;
— au dessous de 350 m. : départements de la savoie et de la haute-savoie.
il est évident que les régions déjà traitées à la suite du bulletin n° 153 devront attendre un bulletin ultérieur pour renouveler ce traitement.
nous rappelons que d.d.t. et esters phosphoriques ne doivent pas être appliqués moins de 15 jours avant la récolte.",AA_TC_Rhone-Alpes_1954_022
"tordeuse orientale sur pecher:la deuxième génération de ce ravageur étant en pleine éclosion, les pêchers devront recevoir d'urgence un traitement spécial à l'aide d'une des formules suivantes :
— ester phosphorique à raison de 20 gr./hl de matière active ;
— emulsion de d.d.t. ;
— produit à 50 % de d.d.t. à la dose nécessaire pour fournir 200 gr./hl. de matière active, additionné de 150 à 200 gr. d'huile blanche d'été.
de la même façon, ces traitement ne doivent pas être appliqués moins de 15 jours avant la récolte.
a condition d'utiliser les esters phosphoriques, ce traitement aura également une action importante contre les araignées rouges, dont la pullulation tend à se généraliser.",AA_TC_Rhone-Alpes_1954_022
informations,AA_TC_Rhone-Alpes_1954_022
