,_id,author_id,display_username,username,user_description,time,twt_id,text,tag,crop_tags,Observation
151,60f0084bbd62ed8c4e416581,8.736599897176392e+17,Agronomie,terrenainnov,"Experts passionnés au service des agriculteurs, inspirés par la nature, en quête d'une nouvelle agriculture.",2019-10-09T05:10:53.000Z,1181799168437837825,#maïs : les larves de pyrale et de sésamie ont entamé courant septembre une migration vers le bas de la tige pour entrer en diapause. Le broyage et le déssouchage des pieds de maïs sont les premières mesures de prophylaxie à mettre en oeuvre. https://t.co/Nr2TchiKyB,pyrale,['maïs'],0
152,60f0084bbd62ed8c4e4165a4,2437266299.0,Patrick Vincourt,PVincourt,"Formerly Research Director @INRA_France ,also involved for seventeen years in R&D of French seed companies. Now retired.",2019-10-03T14:24:38.000Z,1179764199456755713,"Des OGM, en Europe, il n'y en a de façon significative que dans un pays: l'Espagne, pour du maïs ""Bt"" résistant à la pyrale, avec comme conséquence que le grain récolté contient beaucoup moins de mycotoxines cancérigènes. ""Choisis ton camp, camarade""...",pyrale,['maïs'],0
153,60f0084bbd62ed8c4e4165a5,2380246179.0,Jean Noel Herrgott,jnherrgott,#Agriculture #Technique#GrandesCultures#Yonne#Aube#Loiret,2019-10-03T13:28:16.000Z,1179750015239163904,"#Maïs, pyrale qui s’attaque au pédoncule, la bonne tenue des épis de maïs sur la plante est mise en défaut. Saint-Julien-du Sault (89) https://t.co/roOXGy3uqc",pyrale,['maïs'],1
154,60f0084bbd62ed8c4e4165d5,1.1500599948150538e+18,Robin Dubois 🐖🐄🌾🐜🦗 اصبع في الحمار الى الله,RobinDu03590523,"Ingénieur, naturaliste.
 Ecologie rationnelle donc contre l'écologisme et les croyances. #fake_ecologie.  Pastafaris non pratiquant 🍝
#Hugoquiment m'a bloqué",2019-09-18T06:13:34.000Z,1174204797639188485,"Et pour la pyrale du maïs ? Et pour le raygrass et le vulpin, c'est efficace aussi les pesticides Bio ? Et pour le risque supplémentaire, y'en a pas avec les pesticides Bio ? On se demande qui est de mauvaise foi et qui a des aprioris...",pyrale,['maïs'],0
155,60f0084bbd62ed8c4e4165d6,9.921051347118694e+17,ÊtreHumain,EtreHumain01,Human being / Trying to stay on the path / BJJ white belt,2019-09-18T06:02:14.000Z,1174201948469374976,Sinon on a inventé le maïs OGM Bt (et ses successeurs). La pyrale ne s’en est jamais remise...enfin sauf en France qui vit toujours dans une réalité parallèle pré-biotech.,pyrale,['maïs'],0
156,60f0084bbd62ed8c4e4165d7,9.921051347118694e+17,ÊtreHumain,EtreHumain01,Human being / Trying to stay on the path / BJJ white belt,2019-09-18T05:55:40.000Z,1174200294240116736,Plus personne ne traite contre le pyrale du maïs en Amerique. Le Bt et ses successeurs s’en sont chargés.,pyrale,['maïs'],0
157,60f0084bbd62ed8c4e4165e0,9.551304352894362e+17,Agri Agen,AgriAgen,"#Négoceagricole du Sud-Ouest en #Agrofourniture et collecte de #Céréales
#Agriculture #Conseilagricole #Agronomie #Agriculturedeprécision #Innovation",2019-09-17T05:20:33.000Z,1173829070091694082,La conférence de presse concernant l’utilisation des trichogrammes pour lutter contre la pyrale du maïs a lieu ce matin dans nos locaux ! https://t.co/pQ2jvgSG0M,pyrale,['maïs'],0
158,60f0084bbd62ed8c4e4165e6,8.463048057357967e+17,Vert l'avenir,vert_lavenir,@vert_lavenir soutient les bonnes pratiques du #MondeAgricole et accompagne le #NegoceAgricole dans le développement technique d'une #AgricultureDurable,2019-09-16T13:14:10.000Z,1173585873151152128,"En ces temps de questionnements autour des #Pesticides et des #riverains, nous vous présenterons demain une méthode alternative aux insecticides contre la pyrale du #maïs. Vol de drone au programme. https://t.co/fy7egxRwgL",pyrale,['maïs'],0
159,60f0084bbd62ed8c4e416600,97063564.0,Centrale Lyon,CentraleLyon,Une école d'ingénieur généraliste au cœur de l'innovation,2019-09-11T07:17:32.000Z,1171684182432632832,"En première position, grand gagnant du #PrixFrancisLeBoeuf 2019, l'équipe #Trichodrone ! Le projet vise à remplacer l'utilisation de produits phytosanitaires dans la lutte contre la pyrale du maïs par des moyens biologiques, au moyen d'un add-on installable sur un drone standard. https://t.co/WS2mdquHdn",pyrale,['maïs'],0
160,60f0084bbd62ed8c4e416605,209454419.0,Samuel BOUQUET,AgroGeek,"Agriculteur, liniculteur, #CA76, #AESN, #FrAgTw",2019-09-09T20:58:00.000Z,1171165881667411968,"et meme europeene! les seuls OGM autorisés en Europe sont des Maïs Bt (immunisés contre la pyrale du maïs, un insecte foreur)",pyrale,['maïs'],0
161,60f0084bbd62ed8c4e41660c,7.811293737642476e+17,Bioline #bioControle 🐝🐞🕷,Bioline_AS,👉 produit & commercialise micro/macro organismes #biocontrole pr lutter #naturellement contre #insectes ravageurs des cultures 🇪🇸🇺🇸🇬🇧 #3VA,2019-09-08T06:06:55.000Z,1170579248224047112,#Biocontrole Lutter contre la #pyrale du #maïs fourrage dès l'ensilage pour la future culture https://t.co/QV6NHpK4ul via,pyrale,"['fourrage annuel', 'maïs', 'maïs fourrage', 'culture fourragère', 'céréale fourragère', 'maïs céréale']",0
162,60f0084bbd62ed8c4e416639,8.736599897176392e+17,Agronomie,terrenainnov,"Experts passionnés au service des agriculteurs, inspirés par la nature, en quête d'une nouvelle agriculture.",2019-09-02T05:52:24.000Z,1168401266546020354,"#maïs : après une brève autopsie de la plante, une larve de pyrale est démasquée. https://t.co/5YMJ9rxJjD",pyrale,['maïs'],1
163,60f0084bbd62ed8c4e416651,257452959.0,Seb 77,Seb__77,"Paysan Seine et Marnais, céréales, betteraves, colza, féveroles, maïs grain  sans labour avec couverts végétaux. France",2019-08-28T11:11:10.000Z,1166669546079621120,Je privilégie l'anti-limaces à base de phosphate ferrique plutôt que le métaldéhyde. Sur pyrale du maïs je mets des trichogrammes à la place d'un insecticide. Dès qu'une solution alternative aux phytos efficace et rentable existe je l'utilise.,pyrale,['maïs'],0
164,60f0084bbd62ed8c4e41665e,361871925.0,Web-agri.fr,WebagriFR,Le quotidien de l’#éleveur #bovin👨‍🌾👩‍🌾🐮🌿🚜 #élevage #agriculture #éleveurs #lait #viande #CeuxQuiFontLeLait #CeuxQuiFontLaViande #FrAgTw https://t.co/rjHTuSGLJa,2019-08-26T14:28:34.000Z,1165994448930521089,[Pyrale] Protéger les maïs 2020 dès l'ensilage 2019 https://t.co/CWMsagGCYd https://t.co/myNkQXYbGR,pyrale,"['fourrage annuel', 'maïs', 'grande culture']",0
165,60f0084bbd62ed8c4e4166a5,1.0856161385313362e+18,GAUTHIER Justine,GAUTHIERJustin5,Conseillère agricole / Passion photos / voyages [tweets perso],2019-08-12T17:52:52.000Z,1160972432062210053,Ce matin c'était ma dernière tournée d'#observations auboises. Matinée contrastée entre la beauté du #paysage à mi chemin entre #Barrois /#Champhumide et les dégâts en cultures . #betteraves #rhizopus #maïs #pyrale #Aube https://t.co/nC7if9jK3F,pyrale,"['betterave', 'maïs', 'bette à cardes']",1
166,60f0084bbd62ed8c4e4166b1,2873929044.0,Chambres agri PdL,ChambagriPdL,"Compte officiel des Chambres d'agriculture des Pays de la Loire au service de tous les #agriculteurs, de toutes les #agricultures et des #territoires",2019-08-10T06:00:00.000Z,1160068258269151233,"[Le saviez-vous ?] Protéger le #maïs à l'aide de minuscules guêpes, appelées #trichogrammes qui pondent leurs œufs dans les œufs de la #Pyrale : les larves de la guêpe dévorent l’œuf du papillon de l'intérieur façon d'Alien https://t.co/3yjLU1Ym7t https://t.co/FuIbB3Ocfi",pyrale,['maïs'],0
167,60f0084bbd62ed8c4e4166c5,1389935664.0,Laurianne Martin-Gentet,mellemartinl,Inspectrice - SEMAE,2019-08-08T07:23:29.000Z,1159364492645535744,"#Chrysalide de la #Pyrale sur #Maïs #Semences. En été, la 1ere génération de la race bivoltine (race à 2 cycles) produit une chrysalide dans les tiges des plants de maïs. Bien cachées les filles ! https://t.co/lkcAaSa2Do",pyrale,"['semence', 'maïs']",1
168,60f0084bbd62ed8c4e4166c9,1.0177699246584177e+18,TalkAG,talk_ag,TalkAG est un réseau social pour les agriculteurs et les professionnels de l'agriculture #agriculture #bio #agriculteurs,2019-08-07T14:23:06.000Z,1159107704192929792,"Lutte biologique https://t.co/V6GkAgD3ge via #TALKAG, 1er réseau social d’agriculteurs; venez découvrir #Parlons_agriculture #TALKAG #Agriculture_digitale #Monde_paysan #Pyrale_du_maïs #Conseil_agronomique #Lutte_biologique Source : Chambre-agriculture",pyrale,['maïs'],0
169,60f0084bbd62ed8c4e4166da,1533525830.0,cedric davenet,CDavenet,"Agriculteur , eleveur Bovins de race #Parthenaises dans une demarche d' #agroecologie 
la campagne française est riche de ses Agriculteurs",2019-08-03T20:13:02.000Z,1157746218233212934,"Moi dans mon MaÏs, j'ai de la pyrale, peut on parler de biodiversité ??",pyrale,['maïs'],1
170,60f0084bbd62ed8c4e41671b,8.0295028028339e+17,#PlusJamaisÇa 🐝🌼👨‍🔬👨‍🏫,FabTdz,"Posté dans son char vénézuélien à la frontière française.
Anti-extrêmes (LREM, RN).",2019-07-27T12:07:40.000Z,1155087355168067584,"Les gars, la pyrale du maïs est devenue tolérante au Bt! Faut trouver une nouvelle toxine!",pyrale,['maïs'],0
171,60f0084bbd62ed8c4e416725,3432810945.0,AGPM,agpm_mais,"maïs grains doux fourrage et semences, filière maïs, producteurs, maïsiculteurs, syndicalisme agriculture",2019-07-25T08:05:23.000Z,1154301606353080320,"Petit guide sur la #pyrale du #maïs : description, symptômes et conseils agronomiques https://t.co/Aw1vlUzYcV https://t.co/8VQ8nFaFPg",pyrale,['maïs'],0
172,60f0084dbd62ed8c4e416950,7.811293737642476e+17,Bioline #bioControle 🐝🐞🕷,Bioline_AS,👉 produit & commercialise micro/macro organismes #biocontrole pr lutter #naturellement contre #insectes ravageurs des cultures 🇪🇸🇺🇸🇬🇧 #3VA,2019-07-21T06:58:14.000Z,1152835156983631873,#Vosges #Biocontrole Des drones et des #trichogrammes pour protéger les maïs contre la pyrale Via https://t.co/zU10vXAAxm,pyrale,['maïs'],0
173,60f0084dbd62ed8c4e41696a,1.0166249059856261e+18,Pinson David,Dav_Pinson,Mes tweets n’engagent que moi.,2019-07-16T05:37:09.000Z,1151002809497772034,"C’est bon le maïs , pour la pyrale. Dans le 64, les larves les plus âgées prennent des force avant de se chrysalider et faire une 2 è génération début août. ⁦@Arvalisofficiel⁩ ⁦@Fragritwittos⁩ https://t.co/JLypU2zFFe",pyrale,['maïs'],1
174,60f0084dbd62ed8c4e41697f,1227229741.0,philippe hennebert,Phhennebert,"Je suis un artisan de la terre
Curieux et passionné de céréales, 
 respectueux de l'environnement 
(54) Minorville (250 habitants )",2019-07-15T13:22:28.000Z,1150757526394290177,L'utilisation de se developera avec l'utilisation de la pose de ces insectes pour lutter contre la du maïs se fait à la main #PassionnéDeCéréales https://t.co/CqCfSbgpTI,pyrale,"['maïs', 'céréale']",0
176,60f0084dbd62ed8c4e41699d,1269723139.0,"Maïs Culture Durable, cet épi m'épate !",MaisDurable,"Les atouts du maïs sont multiples ! 3500 produits de notre quotidien en contiennent : dentifrice, peinture... Découvrez-les !
#maïsiculteur #semences #semencier",2019-07-15T09:33:54.000Z,1150700004102852608,"A 12H la chronique ""Parlons #maïs"" sur des insectes contre la #pyrale du ? lutte biologique sur grandes cultures ? https://t.co/yCwnb3CJrh",pyrale,['maïs'],0
177,60f0084dbd62ed8c4e4169ec,7.134669766985605e+17,julien_54 🌾🌽🚜🏍,BADURAUX_j,#agriculteur #lorrain qui recherche des solutions d'avenir innovantes pour produire PLUS et MIEUX avec MOINS #ferme #familiale @agilemc2 #agripapa 2x #teamPCV,2019-07-13T15:49:20.000Z,1150069708886040576,mise en place d’un piège connecté e-gleek pour la surveillance de l’activité des #pyrale du #maïs un test #tricholeader pour le réseau #agrideprecision https://t.co/kqqBvhAQYL,pyrale,['maïs'],1
179,60f0084dbd62ed8c4e416a00,7.12531411757097e+17,VEAULIN brice🚜🌾🌻🌽,Veaulin1,"#agriculteur #puisaye #yonne #loiret #rogny #loing  #semi_direct #bio #😀 
 Vice president #FrAgTw 🎆  feu d'artifice rogny",2019-07-11T09:45:43.000Z,1149253424959148032,Fin d'installation des trichogrammes pour lutter contre la pyrale du maïs ! Lutte biologique en conventionnel ! #PossitiveProduction #MaisCultureDurable https://t.co/QgU8nRqAeF,pyrale,['maïs'],1
180,60f0084dbd62ed8c4e416a05,1.1003480385796628e+18,Chlamydia-Jordana,CHalapero,"on a perdu la guerre, pas celle des canons mais celle des idées",2019-07-10T08:59:49.000Z,1148879488798863362,"Ben si, les problème sur maïs c'est pyrale et adventice. Ils ont créé un maïs qui permet de faire face à cela !",pyrale,['maïs'],0
182,60f0084dbd62ed8c4e416a26,7.387498490766541e+17,Au coeur d'ADVANTA®,advantaFR,"Advanta®, #semences #maïs 🌽
Vivez le quotidien d’Advanta France à travers l’histoire de passionnés de variétés #semences",2019-07-08T12:17:50.000Z,1148204541697040384,#pyrale les vols de pyrales ont maintenant démarré dans tout l’Ouest : l’heure est venue d’intervenir pour protéger vos #maïs en #grain comme en #fourrage pour préserver #rendement et qualité. https://t.co/zuNYykWLP1,pyrale,"['maïs', 'culture fourragère', 'céréale fourragère']",1
183,60f0084dbd62ed8c4e416a2a,1.1062528607848653e+18,massue jean michel,MassueM,agriculteur,2019-07-08T11:06:46.000Z,1148186658782818304,Lutte biologique contre la pyrale pose ce matin de tricogramme dans le maïs même en agriculture conventionnelle on fait attention à l’environnement https://t.co/VZRMaynmEz,pyrale,"['attier', 'maïs']",1
184,60f0084dbd62ed8c4e416a33,7.917267300294369e+17,Germain Lionel,mainmain54l,"agriculteur passionné, mes tweets n'engage que moi",2019-07-08T08:21:44.000Z,1148145126012858368,#agricole il y a quelques jours protection de mes maïs contre la pyrale. Avec un produit qui ne s'attaque pas aux insectes auxiliaires. Insecticide utilisé en bio https://t.co/sMbigrxPxh,pyrale,['maïs'],1
185,60f0084dbd62ed8c4e416a3c,7.151186048664289e+17,legendre christophe,legendre891,agriculteur  céréalier,2019-07-07T06:31:18.000Z,1147754948525998080,Quelqu'un peut me dire si cest du a la pyrale ou autre problème #maïs #récolte2019 https://t.co/7zdfNO2wPx,pyrale,['maïs'],1
186,60f0084dbd62ed8c4e416a4e,7.807582685199442e+17,Bioline By InVivo 🌾🐝🌽🎯📲#3VA,BiolineByInVivo,@BiolineByInVivo #3VA répond aux attentes des agriculteurs via 4 divisions: ▶️bioline Seeds🌽🌾 ▶️Bioline CropCare🌱 ▶️Bioline Solutions📲 ▶️Union InVivo🚦,2019-07-06T06:55:19.000Z,1147398603847151616,#Biocontrole &amp; #Digital appli #GeoInsecta permet de traquer la #pyrale du #maïs https://t.co/0V3MybKEXK #SemencesLes équipes chez #KWS https://t.co/uzTZ299KsV #AgTech #comitédepilotage avec les coops https://t.co/0dzI5zSpFp https://t.co/7EqxW01HBJ,pyrale,"['semence', 'maïs']",0
187,60f0084dbd62ed8c4e416a73,9.584308152973926e+17,Société d'Entomologie du Québec,SocEntomoQc,Société scientifique à but non lucratif visant a promouvoir l'étude des insectes au Québec,2019-07-05T18:42:31.000Z,1147214190609883136,Un nouveau système de pulvérisation facilite la dispersion de trichogrammes comme agents de lutte biologique contre la pyrale du maïs https://t.co/4odtbrUclZ,pyrale,['maïs'],0
189,60f0084dbd62ed8c4e416a9d,180711695.0,MathieuMa,MathieuMf,,2019-07-05T13:29:48.000Z,1147135489725599744,"Bio ou non ? L'agriculture évolue - ici l'utilisation du Trichogrammes contre la pyrale du maïs, en conventionnel (ça marche aussi en AB). https://t.co/AtgBOkXXVW",pyrale,['maïs'],0
191,60f0084dbd62ed8c4e416afe,1.0795320392280064e+18,Marie Barret,MARIEBARRET5,"Ecolo pro sciences 
Gestion de crises - Turnaround - Baroudeuse Internationale - Against Child Labor
Bénévole réinsertion Pro jeunes",2019-07-05T08:00:26.000Z,1147052601407627264,Agriculture au naturel... les mini insectes sont utilisés ici comme agents de lutte biologique contre la pyrale du maïs https://t.co/WBs6YdheKR,pyrale,['maïs'],0
193,60f00850bd62ed8c4e416d2d,142250301.0,Philippe Méresse,Philoulyon,"Scientifique d’abord, aime la vulgarisation des connaissances en particulier ds l’agriculture & la protection des plantes #FrAgTw. Mes tweets n’engagent que moi",2019-07-04T22:05:25.000Z,1146902864092119042,"Très bel exemple de méthode de biocontrole ! Pour ceux qui croit que les agriculteurs sont restés coincés en 1950, regardez. Par ce biais on peut protéger un champ de maïs contre la #pyrale sans insectides. #pesticide #trichogramme #drone https://t.co/xL1SxdMWjc",pyrale,['maïs'],0
194,60f00850bd62ed8c4e416d38,7.387498490766541e+17,Au coeur d'ADVANTA®,advantaFR,"Advanta®, #semences #maïs 🌽
Vivez le quotidien d’Advanta France à travers l’histoire de passionnés de variétés #semences",2019-07-04T14:31:30.000Z,1146788628611379201,"#pyrale Premiers vols ou pontes observés dans la majorité des secteurs du grand ouest, pensez à protéger vos #maïs en #grain comme en #fourrage pour préserver #rendement et qualité. https://t.co/qobqODvAkj",pyrale,"['maïs', 'culture fourragère', 'céréale fourragère']",1
196,60f00850bd62ed8c4e416d4a,7.134669766985605e+17,julien_54 🌾🌽🚜🏍,BADURAUX_j,#agriculteur #lorrain qui recherche des solutions d'avenir innovantes pour produire PLUS et MIEUX avec MOINS #ferme #familiale @agilemc2 #agripapa 2x #teamPCV,2019-07-04T08:22:28.000Z,1146695761050112000,ça y est j’ai reçu mes #trichogrammes de chez LA solution de #biocontrole contre la #pyrale du #maïs je les poserai dans quelques heures dès que je pourrai pour le moment je les mets « au frais » au fond du sous sol #produireplusetmieuxavecmoins https://t.co/twWIa3tuGD,pyrale,['maïs'],1
197,60f00850bd62ed8c4e416d51,4293650177.0,Jeremy Denis,JeremyDenis1310,responsable appros           SCA Valfrance,2019-07-04T07:18:44.000Z,1146679720739844097,"innove et simplifie l’utilisation du bio contrôle. Epandage de trichogrammes, moyen de lutte biologique contre la pyrale du maïs, par drône. Les nouvelles technologies au service de la nature ! https://t.co/T6zBYw9iNq",pyrale,['maïs'],0
198,60f00850bd62ed8c4e416d5e,2352957235.0,Agri79,Agri79Info,Journal #agricole qui s'intéresse aux #exploitants des #DeuxSèvres... et plus encore. #agriculture #élevage #rural,2019-07-03T14:08:00.000Z,1146420328240992256,"Principal ravageur du #maïs la #pyrale est en cette période à son pic d’activité. Deux méthodes de lutte existent : un insecticide qui nécessite le passage d’un tracteur, ou une autre moins connue, le lâcher de #trichogrammes par #drone https://t.co/xusE9oUo4f",pyrale,['maïs'],0
199,60f00850bd62ed8c4e416d5f,4838685195.0,Samuel Barrier,Sami_agri,"éleveur laitier53 #Coëvrons  #SansOGM #bleublanccoeur #normande #pâturage ☘ #communicationpositive #Laitéquitable #CestQuiLePatron  
 #musicien",2019-07-03T13:42:00.000Z,1146413785445556224,Aujourd'hui c'est pose des trichogrammes dans le maïs ! #luttebiologique contre la pyrale #biocontrole ici parcelle d agro vitallo semée le 2 mai. https://t.co/pgPS91GEgs,pyrale,['maïs'],1
200,60f00850bd62ed8c4e416d61,9.100776567875379e+17,APLI NATIONALE,apli_nationale,Association de défense des producteurs agricoles,2019-07-03T06:56:11.000Z,1146311657007865858,"Maïs : la pyrale, fiche conseil 28 n°2, Grandes cultures - Pleinchamp https://t.co/xOoBLqlzNx",pyrale,['maïs'],0
201,60f00850bd62ed8c4e416d6d,7.807582685199442e+17,Bioline By InVivo 🌾🐝🌽🎯📲#3VA,BiolineByInVivo,@BiolineByInVivo #3VA répond aux attentes des agriculteurs via 4 divisions: ▶️bioline Seeds🌽🌾 ▶️Bioline CropCare🌱 ▶️Bioline Solutions📲 ▶️Union InVivo🚦,2019-07-03T05:12:14.000Z,1146285496760504321,[Communiqué de presse] #Digital #Biocontrole L’appli mobile #GeoInsecta de permet maintenant de traquer la #pyrale du #maïs pour mieux la contrer cc d’infos https://t.co/pwOxHeYJbD https://t.co/loWUM5LahJ,pyrale,['maïs'],0
202,60f00850bd62ed8c4e416d70,9.767705901944463e+17,@EmilieH_FMC,emilieH_FMC,Resp Tech Mark FMC #AgriculturePositive😊👩‍🌾🦹‍♀️. En savoir + sur les insectes avec #MardiInsecte 🪳🪰🦗🕷🐞🐝🦋🦟🪲 Mes tweets n’engagent que moi @fmcagro,2019-07-02T20:48:00.000Z,1146158603910438913,La #pyrale du #maïs ‼les larves sont en train d éclore et se dirigent tranquillement vers la tige en prévision de l hiver prochain sauf dans le sud où elles feront un 2ème cycle avant de se préparer à .,pyrale,['maïs'],1
203,60f00850bd62ed8c4e416d87,7.811293737642476e+17,Bioline #bioControle 🐝🐞🕷,Bioline_AS,👉 produit & commercialise micro/macro organismes #biocontrole pr lutter #naturellement contre #insectes ravageurs des cultures 🇪🇸🇺🇸🇬🇧 #3VA,2019-07-01T07:10:40.000Z,1145590529725480960,#Biocontrole Les drones contre la #pyrale du #maïs Cc https://t.co/HsdWcMrSR7 via,pyrale,['maïs'],0
205,60f00850bd62ed8c4e416d99,2206316764.0,Baptiste Duhamel,Duhamel_B,Agronome @Agroleague 🤵Membre Agroleague 🌱#agriconnect #FrAgTw #lavenirsecultive,2019-06-30T08:29:38.000Z,1145248014208049153,On profite de la fraîcheur matinale pour poser nos #alternatives aux #pesticides afin de combattre la pyrale dans le maïs #FrAgTw #CeuxQuiFontLAgriculture https://t.co/3NpeOpMfvx,pyrale,['maïs'],1
206,60f00850bd62ed8c4e416da8,8.571922620649103e+17,Laure Keller,laure_kel,Ingénieure commerciale Fourragères ☘️ et Intercultures 🌾 #semences #agriculture @SemencesdeFrance,2019-06-29T05:41:17.000Z,1144843257987383300,"On pose les Trichogrammes pour lutter contre la du #maïs #TrichoChallenge et ainsi on limite les dégâts (casse de tige, perforation des épis ...) https://t.co/a2gfneit2s",pyrale,['maïs'],1
207,60f00850bd62ed8c4e416dbf,9.180829246621327e+17,Florent ROLET,florent_rolet,"Chief Hapiness Officer pour vaches laitières,  vers de terre, carabes et céréales.",2019-06-28T09:04:40.000Z,1144532054601883649,"Lutte biologique contre la pyrale du maïs : 350 plaquettes de trichogrammes posées, 5 km parcourus, 7 ha de protégés le tout en 1h30. Encore la même chose ce soir et ce sera bon. https://t.co/C4XNdmYKzh",pyrale,['maïs'],1
208,60f00850bd62ed8c4e416ddd,4868357793.0,Schwartz,Patoon68,"Agriculteur, producteur de maïs, betterave, tournesol semence, blé semence.",2019-06-27T18:22:52.000Z,1144310141313007616,"Protection du #maïs contre la #Pyrale Par #trichogrammes épandu avec un drone réalisé par la coopérative de céréale de Colmar. Tout est automatique, guidage gps 9m/s à 20m du sol! #Cac #agriprecis https://t.co/sMrORA0Koc",pyrale,"['maïs', 'céréale']",1
211,60f00850bd62ed8c4e416e03,3288666460.0,AgriActu,AgriActu,Actualité #agricole pour les #agriculteurs,2019-06-27T08:01:44.000Z,1144153828406779904,Pyrale du maïs : le pic de vols bientôt atteint https://t.co/1aFc1j6pDL via Pleinchamp #agri https://t.co/ZNgCSY9Ui1,pyrale,"['attier', 'maïs', 'grande culture']",1
213,60f00850bd62ed8c4e416e2b,1693213694.0,Cultivar élevage,CultivarElevage,La référence technique au service des éleveurs bovins #agriculture #élevage #bovin #lait #viande,2019-06-25T06:49:26.000Z,1143410855557640192,Maïs fourrage : La lutte 2020 contre la #pyrale s'organise dès maintenant ! Plus d'infos ici https://t.co/fswnPsQ9vS https://t.co/Oh50piFjHe,pyrale,"['maïs', 'maïs fourrage', 'culture fourragère', 'céréale fourragère', 'maïs céréale']",0
214,60f00850bd62ed8c4e416e35,8.362557395219415e+17,La Vie Charentaise,VieCharentaise,"La Vie Charentaise est le journal agricole, viticole et rural de la Charente.",2019-06-24T09:05:08.000Z,1143082619283869698,"Pour traiter préventivement le maïs, il est possible de procéder à l’épandage de microguêpes par drone. Elles parasitent les œufs de la pyrale du maïs, responsable de dégâts dans les cultures, et évitent d’avoir recours à un traitement insecticide. https://t.co/Ix9m71d2aB https://t.co/mElbvhdpIj",pyrale,['maïs'],0
215,60f00850bd62ed8c4e416e4f,246327041.0,Sos-planete,demainlhomme,"Le site Twitter des colibris, lanceurs d'alerte. Base vivante d'informations environnementales, d'alerte et de réflexion.",2019-06-19T20:28:04.000Z,1141442544129101824,Gentech-News 417/2018 - Orge GM; riz doré; Monsanto (blé illégal); la pyrale du maïs résistante https://t.co/xDWfR47VcE,pyrale,"['maïs', 'riz', 'orge', 'blé']",0
216,60f00850bd62ed8c4e416e73,1.002613563914154e+18,ChristopheB.,agritof80,Agriculteur à droite de la Baie de Somme -Membre fondateur du #CADKEA (Comité Anti #DunningKrugerEffect sur l'#Agriculture) #ThreadAgri #CeuxQuiFontLAgriculture,2019-06-18T06:51:57.000Z,1140874775264485377,"Encore, faut-il bien définir où est le gaspillage : Le gaspillage, c'est aussi l'épi de maïs grain tombé par terre à cause de la pyrale ou le maïs du bord du silo non distribué. L'Europe gaspille plutôt peu mais c'est le consommateur qui en est le plus responsable. https://t.co/Wuy3giQbXB",pyrale,"['maïs', 'maïs grain']",0
218,60f00850bd62ed8c4e416e84,191170947.0,Visio-Crop 🌾,VisioCrop,"Crée par Luc Lorin, Agriculteur passionné par la modélisation et la météo. Développe des OAD pour agriculteurs, négoces et assureurs.
Consultant en Roumanie.",2019-06-17T07:41:41.000Z,1140524903571046400,"Pyrale du maïs (Roumanie) , modele en cours de test sur la Roumanie (Judet Craïova)....A suivre https://t.co/phfZHrYOYZ",pyrale,['maïs'],0
219,60f00850bd62ed8c4e416e90,71619520.0,Yann Fichet vacciné,yaours,40 ans d' #agronomie #semences #biotech santé des cultures #politique #agriculture durable #sol #FrAgTw. Consultant indépendant. Discussion avec non-anonymes.,2019-06-16T19:32:17.000Z,1140341342574469128,Plus de 15 ans de culture de #maïs #MON810 en Espagne ne montre pas de signe de résistance de la pyrale ou de la sésamie à la protéine #Bt #Cry1Ab https://t.co/MZlqf3IDli,pyrale,['maïs'],0
220,60f00850bd62ed8c4e416ea0,1269723139.0,"Maïs Culture Durable, cet épi m'épate !",MaisDurable,"Les atouts du maïs sont multiples ! 3500 produits de notre quotidien en contiennent : dentifrice, peinture... Découvrez-les !
#maïsiculteur #semences #semencier",2019-06-13T07:41:52.000Z,1139075398120235008,"Reignac (Charente) : un drone pour larguer des guêpes sur le maïs permet de prévenir l'apparition de la pyrale, papillon ravageur du #maïs https://t.co/kBJot3CQHr",pyrale,['maïs'],0
221,60f00850bd62ed8c4e416ea1,410854193.0,Daniel Sauvaitre,DanielSauvaitre,"Agriculteur (Arboriculteur, viticulteur), Président de l'Association Nationale Pommes Poires, Maire de Reignac",2019-06-13T07:05:30.000Z,1139066245414887424,Pour la pyrale du maïs c’est apocalypse now non? https://t.co/mIv0IqXXll,pyrale,['maïs'],0
222,60f00850bd62ed8c4e416ea2,410854193.0,Daniel Sauvaitre,DanielSauvaitre,"Agriculteur (Arboriculteur, viticulteur), Président de l'Association Nationale Pommes Poires, Maire de Reignac",2019-06-13T07:01:05.000Z,1139065134272393221,Pour la pyrale du maïs c’est Apocalypse now. Et c’est à...... Reignac (16) : un drone pour larguer des guêpes sur le maïs: https://t.co/mIv0IqXXll,pyrale,['maïs'],0
223,60f00850bd62ed8c4e416eb0,1269723139.0,"Maïs Culture Durable, cet épi m'épate !",MaisDurable,"Les atouts du maïs sont multiples ! 3500 produits de notre quotidien en contiennent : dentifrice, peinture... Découvrez-les !
#maïsiculteur #semences #semencier",2019-06-12T14:59:24.000Z,1138823118011666432,Les trichogrammes sont une solution en biocontrôle pour lutter contre la pyrale du #maïs - en France 120 000 ha sont traités. Une démo filmée serait intéressante https://t.co/BzEhdkTtF9,pyrale,['maïs'],0
